id,resume_text,category,group_id
8228,"Responsibilities: input crafting, pipeline, domain-specific tuning. Achievements: fine-tuned generative models and evaluated outputs qualitatively. Contributed to designed metric-driven experiments and tracked results and owned input crafting, pipeline. Core skills: domain-specific tuning, input crafting, docker. Recent work includes fine-tuned generative models and evaluated outputs qualitatively. Worked on pipeline, domain-specific tuning, docker, input crafting. Delivered: fine-tuned generative models and evaluated outputs qualitatively.",Generative AI,428
5295,"Contributed to managed streaming pipelines and schema evolution and owned inpainting, cloud, monitoring. Responsibilities: inpainting, monitoring. Achievements: managed streaming pipelines and schema evolution. Contributed to built scalable data pipelines with retries and monitoring and owned cloud, inpainting. Core skills: inpainting, cloud. Recent work includes built scalable data pipelines with retries and monitoring.",Data Engineer,295
3972,"Responsibilities: experiment, monitoring. Achievements: optimized inference latency via quantization and batching. Core skills: experiment, serving, tensorflow, gcp. Recent work includes created dashboards to surface business KPIs. Collaborated closely with product and platform teams to define SLAs.",ML Engineer,172
5370,"worked on aws, gcp, api. delivered: deployed services as containers with ci/cd. focused on robust monitoring, logging, and reproducibility. responsibilities: cluster compute framework, aws. achievements: deployed services as containers with ci/cd. contributed to designed etl jobs and partitioning for low-latency queries and owned feature eng, aws, cluster compute framework, gcp. worked on feature eng, gcp, api, cluster compute framework. delivered: designed etl jobs and partitioning for low-latency queries.",Data Engineer,270
4133,"Data Engineer — experience building ML & data products. Contributed to created dashboards to surface business KPIs and owned kafka, monitoring, experiment, pipeline. Contributed to managed streaming pipelines and schema evolution and owned kafka, monitoring, ci/cd. Focused on robust monitoring, logging, and reproducibility. Responsibilities: monitoring, pipeline, experiment, kafka. Achievements: created dashboards to surface business KPIs. Contributed to managed streaming pipelines and schema evolution and owned ci/cd, pipeline, experiment.",Data Engineer,233
974,"Data Scientist — experience building ML & data products. Worked on eda, docker. Delivered: developed forecasting models and validated with backtesting. Core skills: automation, eda. Recent work includes developed forecasting models and validated with backtesting. Collaborated closely with product and platform teams to define SLAs. Worked on eda, automation. Delivered: developed forecasting models and validated with backtesting.",Data Scientist,74
7291,"Involved in mentor. Core skills: model registry, aws, feature engineering, testing. Recent work includes ran reproducible experiments and released code with ablations. Responsibilities: testing, aws, theory. Achievements: ran reproducible experiments and released code with ablations. Contributed to deployed services as containers with CI/CD and owned model registry, testing, aws, feature engineering. Mentored junior engineers and contributed to open-source tooling. Involved in POC.",AI Researcher,391
954,"Core skills: automation, schema. Recent work includes developed forecasting models and validated with backtesting. Core skills: automation, schema, statistical modeling, monitoring. Recent work includes developed forecasting models and validated with backtesting. Responsibilities: schema, statistical modeling, monitoring, automation. Achievements: developed forecasting models and validated with backtesting.",Data Scientist,54
9306,"Generative AI — experience building ML & data products. Responsibilities: feature engineering, text-to-image, inpainting, pipeline. Achievements: built retrieval-augmented generation flows and safety filters. Contributed to built scalable data pipelines with retries and monitoring and owned cloud, inpainting. Responsibilities: text-to-image, inpainting, pipeline. Achievements: built scalable data pipelines with retries and monitoring. Responsibilities: inpainting, text-to-image, cloud, feature engineering. Achievements: built scalable data pipelines with retries and monitoring.",Generative AI,406
5016,"Responsibilities: aws, python, kafka, api. Achievements: built scalable data pipelines with retries and monitoring. Responsibilities: python, schema, api, testing. Achievements: built scalable data pipelines with retries and monitoring. Responsibilities: python, schema. Achievements: managed streaming pipelines and schema evolution.",Data Engineer,216
9730,"Worked on automation, feature engineering, fine-tune. Delivered: built scalable data pipelines with retries and monitoring. Worked on automation, monitoring, feature engineering. Delivered: created dashboards to surface business KPIs.",Generative AI,430
